@relation weather

@attribute outlook {sunny, overcast, rainy}
@attribute temperature numeric
@attribute humidity numeric
@attribute windy {TRUE, FALSE}
@attribute play {yes, no}

@data
rainy,72,25,FALSE,yes
sunny,77,13,FALSE,yes
sunny,35,37,TRUE,yes
overcast,21,48,TRUE,yes
sunny,67,64,FALSE,no
sunny,0,56,TRUE,no
sunny,8,12,FALSE,no
overcast,70,39,TRUE,yes
overcast,46,49,TRUE,no
rainy,48,34,TRUE,no
rainy,26,55,TRUE,no
sunny,75,77,FALSE,yes
sunny,41,69,TRUE,no
rainy,35,67,TRUE,yes
rainy,18,37,TRUE,yes
sunny,46,49,TRUE,yes
sunny,60,51,TRUE,no
sunny,11,29,FALSE,yes
rainy,73,32,FALSE,no
rainy,0,32,TRUE,no
rainy,28,13,TRUE,no
overcast,12,46,FALSE,no
overcast,11,77,FALSE,yes
rainy,26,52,FALSE,no
rainy,-4,39,FALSE,no
sunny,3,14,FALSE,yes
overcast,63,23,FALSE,yes
rainy,-5,64,FALSE,no
sunny,0,16,TRUE,no
rainy,53,23,FALSE,no
sunny,59,36,FALSE,no
sunny,63,57,FALSE,no
sunny,75,51,TRUE,no
sunny,18,72,TRUE,no
overcast,30,40,FALSE,no
overcast,52,30,FALSE,yes
rainy,45,34,TRUE,no
overcast,73,23,TRUE,yes
sunny,62,45,TRUE,no
overcast,21,67,TRUE,yes
overcast,50,43,TRUE,yes
sunny,46,55,TRUE,yes
sunny,15,30,FALSE,yes
rainy,17,16,TRUE,yes
rainy,80,24,FALSE,no
sunny,-2,31,TRUE,no
rainy,58,27,TRUE,yes
overcast,47,20,FALSE,no
rainy,12,68,TRUE,no
rainy,41,78,FALSE,yes
rainy,18,15,TRUE,yes
overcast,38,18,TRUE,no
sunny,52,32,FALSE,no
sunny,5,40,TRUE,yes
rainy,52,56,TRUE,no
overcast,27,76,FALSE,no
rainy,36,47,TRUE,no
sunny,8,67,FALSE,yes
rainy,9,34,TRUE,yes
sunny,80,48,TRUE,no
rainy,39,70,TRUE,no
sunny,55,34,FALSE,yes
rainy,41,17,FALSE,no
rainy,32,62,TRUE,yes
overcast,14,48,FALSE,no
overcast,11,79,FALSE,no
rainy,56,32,TRUE,yes
sunny,3,40,TRUE,no
sunny,53,34,FALSE,yes
overcast,45,27,TRUE,no
rainy,76,67,FALSE,yes
overcast,68,56,TRUE,yes
rainy,21,48,FALSE,no
overcast,44,28,FALSE,no
rainy,26,18,FALSE,no
overcast,42,77,TRUE,yes
rainy,16,57,TRUE,yes
rainy,22,53,TRUE,no
overcast,58,52,FALSE,yes
rainy,33,20,TRUE,no
sunny,46,18,TRUE,yes
rainy,15,79,TRUE,yes
overcast,47,47,FALSE,no
rainy,31,22,FALSE,yes
sunny,63,74,FALSE,no
overcast,-1,65,TRUE,no
rainy,8,58,FALSE,no
sunny,-5,62,TRUE,no
overcast,52,67,TRUE,yes
sunny,-5,76,FALSE,yes
rainy,23,58,TRUE,yes
rainy,12,75,TRUE,yes
sunny,27,55,FALSE,yes
overcast,-2,65,FALSE,yes
rainy,54,62,FALSE,yes
rainy,29,20,TRUE,no
rainy,43,80,TRUE,no
overcast,52,35,TRUE,no
rainy,11,72,FALSE,yes
rainy,5,78,TRUE,yes
sunny,35,77,TRUE,no
overcast,50,69,FALSE,no
sunny,48,64,TRUE,no
sunny,49,26,TRUE,no
sunny,23,70,FALSE,yes
overcast,62,45,FALSE,no
rainy,2,21,FALSE,no
sunny,35,10,FALSE,yes
rainy,60,60,FALSE,no
sunny,19,34,TRUE,no
rainy,12,80,TRUE,no
overcast,16,45,TRUE,no
sunny,48,79,TRUE,yes
overcast,39,62,FALSE,no
overcast,-3,76,TRUE,no
overcast,-2,15,FALSE,no
rainy,70,36,TRUE,no
overcast,65,30,TRUE,no
sunny,6,13,FALSE,no
rainy,5,73,FALSE,no
overcast,19,59,TRUE,yes
sunny,80,28,FALSE,no
rainy,34,37,TRUE,yes
rainy,4,55,FALSE,yes
rainy,-5,25,FALSE,no
rainy,51,70,TRUE,yes
sunny,70,38,TRUE,no
rainy,64,47,FALSE,no
overcast,64,56,FALSE,yes
overcast,43,80,FALSE,no
rainy,66,13,FALSE,no
rainy,53,78,FALSE,yes
overcast,36,55,TRUE,no
overcast,68,50,FALSE,no
overcast,76,71,TRUE,yes
rainy,67,80,FALSE,yes
rainy,24,51,TRUE,yes
sunny,55,59,FALSE,yes
rainy,0,68,FALSE,no
overcast,7,18,FALSE,no
sunny,27,41,TRUE,no
rainy,47,60,TRUE,yes
rainy,71,69,FALSE,no
rainy,66,70,TRUE,yes
overcast,39,77,FALSE,no
overcast,46,18,TRUE,yes
overcast,39,11,FALSE,yes
sunny,68,41,FALSE,no
rainy,60,57,TRUE,yes
overcast,79,72,TRUE,yes
overcast,5,68,TRUE,yes
sunny,34,55,FALSE,no
rainy,43,18,FALSE,no
sunny,69,66,FALSE,yes
overcast,47,43,TRUE,yes
overcast,33,80,FALSE,no
rainy,36,47,FALSE,yes
sunny,61,19,FALSE,no
overcast,39,47,TRUE,yes
rainy,9,16,TRUE,no
sunny,21,26,FALSE,no
overcast,4,78,FALSE,no
overcast,74,32,TRUE,yes
rainy,79,10,FALSE,yes
sunny,33,40,FALSE,no
sunny,-2,28,TRUE,yes
overcast,75,35,FALSE,no
overcast,6,50,TRUE,no
sunny,51,17,TRUE,yes
overcast,-4,31,TRUE,no
rainy,43,80,TRUE,yes
rainy,29,76,TRUE,no
overcast,63,55,TRUE,no
overcast,33,47,FALSE,no
rainy,51,12,TRUE,no
overcast,21,18,TRUE,no
overcast,9,31,TRUE,yes
rainy,28,80,TRUE,yes
sunny,1,60,TRUE,no
overcast,35,73,TRUE,yes
overcast,51,62,TRUE,no
sunny,74,42,TRUE,no
overcast,51,53,TRUE,yes
sunny,34,26,TRUE,yes
overcast,21,43,FALSE,yes
rainy,40,18,FALSE,yes
rainy,71,73,FALSE,no
rainy,71,45,TRUE,yes
rainy,16,80,TRUE,no
rainy,-2,49,FALSE,yes
rainy,35,73,FALSE,yes
sunny,28,74,TRUE,yes
rainy,62,62,TRUE,no
rainy,72,77,FALSE,yes
overcast,61,62,FALSE,no
rainy,69,29,TRUE,no
rainy,29,20,FALSE,yes
rainy,36,58,FALSE,yes
sunny,43,33,TRUE,yes
rainy,14,43,TRUE,yes
overcast,21,71,TRUE,yes
overcast,7,64,TRUE,no
sunny,22,79,TRUE,yes
sunny,55,14,FALSE,yes
sunny,16,69,FALSE,yes
overcast,40,46,FALSE,no
overcast,58,59,TRUE,no
sunny,25,64,FALSE,yes
sunny,55,57,TRUE,no
overcast,76,75,TRUE,yes
overcast,15,46,FALSE,yes
sunny,67,40,FALSE,no
overcast,29,16,TRUE,no
overcast,28,11,TRUE,yes
rainy,3,27,FALSE,yes
overcast,51,33,TRUE,no
overcast,23,47,FALSE,no
rainy,73,33,FALSE,yes
sunny,45,33,FALSE,no
rainy,10,51,TRUE,no
sunny,29,69,TRUE,yes
rainy,3,29,FALSE,yes
rainy,17,70,FALSE,no
overcast,52,51,FALSE,no
sunny,33,19,TRUE,no
rainy,31,75,FALSE,no
sunny,59,24,FALSE,no
sunny,33,30,TRUE,yes
rainy,27,28,TRUE,yes
sunny,23,24,FALSE,yes
rainy,54,77,TRUE,yes
overcast,65,57,TRUE,no
rainy,69,58,TRUE,no
rainy,80,35,TRUE,yes
sunny,55,40,FALSE,no
sunny,8,45,TRUE,no
sunny,0,55,TRUE,no
rainy,51,13,FALSE,yes
rainy,63,18,TRUE,no
overcast,-1,21,TRUE,no
overcast,9,34,TRUE,no
overcast,27,16,FALSE,yes
overcast,21,13,TRUE,yes
sunny,6,70,FALSE,yes
rainy,54,48,TRUE,no
rainy,36,50,FALSE,yes
rainy,63,16,FALSE,no
sunny,77,40,TRUE,yes
rainy,49,66,FALSE,no
overcast,60,64,TRUE,no
sunny,10,69,FALSE,no
rainy,32,26,TRUE,yes
sunny,53,37,TRUE,yes
sunny,43,34,TRUE,yes
rainy,0,24,FALSE,no
overcast,37,71,FALSE,no
sunny,40,66,TRUE,yes
rainy,68,33,TRUE,yes
rainy,25,56,TRUE,yes
sunny,18,38,TRUE,no
rainy,22,50,FALSE,no
rainy,65,62,FALSE,yes
sunny,7,80,FALSE,yes
sunny,46,12,FALSE,yes
rainy,69,14,FALSE,no
overcast,38,37,TRUE,yes
sunny,34,35,FALSE,yes
overcast,60,30,FALSE,yes
rainy,50,57,TRUE,yes
sunny,-3,65,TRUE,yes
sunny,24,33,FALSE,no
rainy,66,17,TRUE,yes
rainy,63,22,FALSE,no
rainy,65,42,FALSE,yes
sunny,64,66,TRUE,yes
sunny,28,53,FALSE,no
sunny,26,77,TRUE,no
sunny,3,73,FALSE,no
sunny,56,16,TRUE,yes
overcast,50,45,TRUE,no
rainy,13,15,FALSE,no
sunny,52,15,FALSE,no
rainy,24,46,TRUE,yes
sunny,-1,70,TRUE,no
sunny,25,39,TRUE,yes
rainy,30,55,TRUE,yes
overcast,51,58,TRUE,no
overcast,69,10,FALSE,no
rainy,62,76,TRUE,yes
rainy,46,72,TRUE,no
rainy,3,48,FALSE,yes
rainy,25,23,TRUE,no
sunny,74,16,FALSE,no
rainy,1,16,TRUE,yes
sunny,45,17,TRUE,no
overcast,3,37,FALSE,no
sunny,45,60,FALSE,no
sunny,2,34,TRUE,yes
sunny,33,54,FALSE,no
overcast,-3,62,TRUE,yes
sunny,48,53,TRUE,yes
sunny,42,41,TRUE,no
overcast,46,56,FALSE,no
rainy,74,12,FALSE,no
rainy,21,79,FALSE,yes
rainy,52,65,FALSE,yes
sunny,-4,71,FALSE,no
sunny,45,16,TRUE,yes
sunny,36,72,TRUE,no
overcast,63,20,FALSE,no
sunny,74,13,FALSE,yes
rainy,-2,39,TRUE,no
sunny,72,20,TRUE,yes
rainy,2,77,TRUE,yes
rainy,44,33,FALSE,no
sunny,42,47,TRUE,yes
rainy,72,68,FALSE,no
sunny,6,25,TRUE,yes
sunny,32,18,FALSE,no
rainy,51,16,FALSE,no
overcast,12,76,TRUE,yes
overcast,11,32,FALSE,no
sunny,38,77,FALSE,no
sunny,34,65,FALSE,no
sunny,11,46,TRUE,no
sunny,73,31,TRUE,no
overcast,79,52,FALSE,no
rainy,48,55,TRUE,no
overcast,77,36,TRUE,yes
overcast,15,22,FALSE,yes
sunny,26,58,TRUE,yes
rainy,20,70,FALSE,no
sunny,57,72,FALSE,yes
overcast,57,70,TRUE,no
overcast,60,34,TRUE,yes
overcast,20,79,FALSE,yes
sunny,50,57,TRUE,yes
overcast,30,33,FALSE,no
sunny,21,69,TRUE,no
overcast,18,46,FALSE,yes
rainy,35,15,FALSE,yes
overcast,46,14,FALSE,yes
rainy,62,17,FALSE,no
rainy,-5,63,TRUE,yes
sunny,28,38,FALSE,yes
sunny,80,49,TRUE,no
sunny,30,66,TRUE,no
sunny,48,45,TRUE,no
overcast,24,62,FALSE,yes
overcast,42,29,FALSE,no
sunny,36,75,TRUE,yes
rainy,23,75,TRUE,yes
overcast,52,77,TRUE,yes
overcast,53,26,FALSE,no
rainy,50,27,FALSE,yes
rainy,39,28,FALSE,yes
rainy,56,52,TRUE,yes
overcast,51,18,FALSE,yes
rainy,76,13,TRUE,yes
rainy,39,41,TRUE,no
rainy,13,78,FALSE,no
sunny,28,61,FALSE,yes
sunny,5,79,FALSE,no
sunny,37,37,TRUE,yes
overcast,25,18,TRUE,no
rainy,51,70,FALSE,no
sunny,75,79,FALSE,no
rainy,4,70,TRUE,yes
overcast,16,68,FALSE,no
rainy,53,12,TRUE,no
overcast,50,75,FALSE,yes
sunny,62,58,TRUE,yes
overcast,70,65,TRUE,no
sunny,3,26,TRUE,yes
sunny,15,77,TRUE,yes
sunny,17,36,TRUE,no
sunny,67,10,FALSE,no
overcast,34,54,FALSE,no
rainy,62,47,FALSE,no
rainy,9,43,FALSE,no
overcast,48,13,TRUE,yes
overcast,-3,44,FALSE,yes
rainy,17,32,TRUE,yes
rainy,77,15,FALSE,no
rainy,73,67,FALSE,no
sunny,70,18,TRUE,no
sunny,54,59,TRUE,yes
overcast,36,15,TRUE,yes
rainy,80,70,TRUE,no
overcast,60,17,FALSE,no
rainy,28,47,FALSE,yes
rainy,13,49,FALSE,yes
overcast,44,14,TRUE,no
sunny,46,76,TRUE,yes
overcast,14,43,TRUE,no
sunny,52,17,FALSE,yes
overcast,50,20,TRUE,no
sunny,67,22,TRUE,yes
sunny,23,50,TRUE,no
sunny,52,12,TRUE,yes
rainy,19,37,TRUE,no
rainy,26,49,FALSE,no
sunny,-3,69,FALSE,no
rainy,74,32,TRUE,no
rainy,68,77,TRUE,no
overcast,29,66,FALSE,no
rainy,13,80,TRUE,yes
rainy,9,22,FALSE,yes
overcast,31,74,FALSE,no
rainy,-2,67,FALSE,no
sunny,77,27,TRUE,no
rainy,78,26,TRUE,yes
overcast,2,46,FALSE,yes
rainy,20,58,FALSE,yes
overcast,37,59,TRUE,yes
rainy,6,67,TRUE,no
rainy,0,26,TRUE,yes
rainy,-4,80,FALSE,yes
rainy,48,14,TRUE,no
sunny,11,56,FALSE,yes
overcast,54,76,TRUE,no
rainy,65,46,FALSE,yes
rainy,77,60,TRUE,no
overcast,69,64,TRUE,no
overcast,40,30,FALSE,no
rainy,56,55,FALSE,yes
rainy,10,41,FALSE,no
rainy,54,35,TRUE,no
rainy,67,46,TRUE,no
rainy,76,59,TRUE,yes
sunny,79,46,FALSE,yes
rainy,77,31,TRUE,no
rainy,25,52,TRUE,no
sunny,50,49,TRUE,no
sunny,13,51,FALSE,no
overcast,36,38,TRUE,yes
sunny,15,27,TRUE,no
sunny,58,61,TRUE,yes
rainy,78,56,FALSE,no
rainy,39,27,TRUE,yes
overcast,62,39,TRUE,yes
sunny,39,71,TRUE,yes
sunny,-3,63,FALSE,yes
overcast,60,73,FALSE,yes
rainy,46,33,TRUE,yes
rainy,6,39,TRUE,yes
overcast,-1,28,TRUE,yes
overcast,34,45,FALSE,no
rainy,25,50,FALSE,yes
sunny,72,50,FALSE,yes
sunny,-3,54,FALSE,yes
sunny,42,67,FALSE,yes
sunny,19,64,TRUE,no
rainy,49,58,TRUE,no
sunny,-1,56,TRUE,yes
overcast,28,75,FALSE,yes
overcast,50,16,FALSE,no
rainy,77,36,TRUE,yes
overcast,-1,44,TRUE,no
sunny,45,73,FALSE,no
overcast,30,26,TRUE,yes
overcast,56,26,FALSE,no
rainy,15,40,FALSE,no
rainy,5,51,TRUE,no
overcast,78,42,TRUE,no
overcast,44,33,FALSE,no
rainy,9,17,FALSE,yes
sunny,77,62,FALSE,yes
sunny,13,65,FALSE,no
rainy,68,74,TRUE,yes
rainy,62,34,TRUE,no
sunny,57,52,TRUE,yes
rainy,31,52,TRUE,yes
sunny,2,61,FALSE,no
sunny,16,14,TRUE,yes
overcast,49,48,FALSE,yes
overcast,0,16,FALSE,yes
overcast,42,18,FALSE,no
overcast,13,56,TRUE,yes
sunny,4,70,FALSE,yes
rainy,32,71,TRUE,yes
overcast,54,55,TRUE,yes
sunny,76,16,FALSE,no
overcast,52,28,TRUE,no
rainy,27,61,FALSE,no
rainy,45,48,TRUE,yes
rainy,-2,57,FALSE,no
overcast,68,20,FALSE,yes
rainy,32,25,TRUE,no
overcast,43,54,TRUE,yes
rainy,29,23,TRUE,no
sunny,5,45,TRUE,yes
rainy,7,24,FALSE,yes
rainy,5,22,FALSE,yes
overcast,28,53,TRUE,yes
sunny,-3,57,TRUE,yes
overcast,35,20,TRUE,yes
rainy,9,67,TRUE,yes
rainy,34,42,FALSE,no
rainy,77,57,TRUE,yes
rainy,26,47,TRUE,no
sunny,-2,75,TRUE,yes
rainy,49,57,FALSE,yes
sunny,69,78,TRUE,no
overcast,62,64,FALSE,yes
sunny,13,71,FALSE,no
sunny,31,32,FALSE,no
overcast,58,64,FALSE,yes
rainy,49,70,FALSE,yes
overcast,65,17,FALSE,no
sunny,55,14,FALSE,yes
sunny,10,52,FALSE,no
overcast,41,12,TRUE,no
overcast,59,23,FALSE,yes
sunny,39,27,TRUE,yes
rainy,36,31,TRUE,no
sunny,24,79,FALSE,yes
sunny,40,37,FALSE,yes
rainy,-5,44,TRUE,yes
rainy,20,52,FALSE,no
sunny,45,51,FALSE,no
rainy,23,31,TRUE,no
sunny,65,10,TRUE,yes
sunny,29,15,FALSE,no
rainy,32,24,FALSE,no
overcast,67,75,TRUE,yes
overcast,9,63,TRUE,yes
overcast,25,19,FALSE,yes
overcast,74,67,FALSE,no
rainy,22,50,FALSE,no
overcast,35,44,FALSE,no
rainy,80,38,TRUE,yes
sunny,17,73,FALSE,yes
overcast,47,47,TRUE,yes
rainy,27,39,TRUE,yes
sunny,0,39,TRUE,yes
rainy,36,68,TRUE,no
rainy,5,77,TRUE,no
rainy,58,54,TRUE,yes
sunny,66,19,TRUE,no
overcast,13,34,TRUE,no
overcast,19,17,FALSE,yes
sunny,42,46,FALSE,yes
sunny,40,39,FALSE,yes
rainy,54,11,TRUE,no
overcast,57,58,FALSE,no
overcast,67,13,FALSE,no
overcast,47,28,TRUE,no
overcast,46,44,TRUE,yes
sunny,15,43,FALSE,yes
sunny,22,16,FALSE,yes
sunny,73,27,FALSE,no
rainy,38,22,FALSE,yes
rainy,20,65,FALSE,no
rainy,24,79,TRUE,no
overcast,36,23,FALSE,no
sunny,22,25,TRUE,no
rainy,33,50,FALSE,yes
rainy,52,13,TRUE,yes
overcast,72,36,FALSE,yes
sunny,67,77,TRUE,yes
sunny,74,12,TRUE,yes
sunny,7,61,TRUE,no
overcast,-3,53,FALSE,no
sunny,5,56,TRUE,no
rainy,23,14,FALSE,no
rainy,75,77,FALSE,no
overcast,44,21,FALSE,yes
rainy,49,49,TRUE,yes
rainy,67,77,TRUE,yes
rainy,14,10,TRUE,yes
sunny,9,39,FALSE,yes
sunny,79,68,TRUE,yes
rainy,10,55,FALSE,yes
rainy,1,30,TRUE,yes
sunny,-2,45,TRUE,yes
rainy,19,40,TRUE,yes
rainy,2,18,FALSE,no
rainy,15,54,FALSE,no
overcast,24,36,TRUE,no
sunny,5,32,TRUE,no
overcast,68,74,TRUE,yes
sunny,72,80,TRUE,no
sunny,29,16,FALSE,yes
rainy,57,47,TRUE,no
rainy,70,10,TRUE,yes
rainy,30,22,FALSE,no
overcast,52,54,FALSE,yes
rainy,17,30,TRUE,yes
sunny,9,15,TRUE,no
overcast,65,70,FALSE,yes
overcast,40,67,FALSE,yes
rainy,16,14,FALSE,yes
sunny,28,33,TRUE,no
sunny,2,72,TRUE,no
overcast,9,46,FALSE,no
rainy,5,36,FALSE,no
sunny,68,36,FALSE,yes
overcast,77,49,FALSE,no
sunny,49,80,FALSE,yes
rainy,34,71,FALSE,no
overcast,-4,61,TRUE,no
overcast,68,38,TRUE,yes
rainy,10,42,FALSE,yes
overcast,71,49,TRUE,no
rainy,24,68,FALSE,no
overcast,7,17,FALSE,yes
overcast,1,54,TRUE,no
rainy,66,40,TRUE,yes
overcast,-1,60,TRUE,no
sunny,29,75,TRUE,yes
sunny,67,79,TRUE,no
overcast,30,37,TRUE,yes
rainy,27,61,FALSE,no
overcast,19,33,FALSE,yes
sunny,32,54,FALSE,no
rainy,64,79,TRUE,no
rainy,34,17,FALSE,yes
rainy,25,30,TRUE,yes
sunny,79,36,FALSE,no
overcast,55,27,FALSE,yes
rainy,43,77,TRUE,no
rainy,24,56,TRUE,no
overcast,59,23,TRUE,no
overcast,70,17,TRUE,yes
overcast,1,61,TRUE,no
overcast,31,75,FALSE,no
rainy,1,28,TRUE,no
sunny,66,29,TRUE,no
rainy,71,76,TRUE,no
rainy,55,26,FALSE,no
sunny,21,39,TRUE,no
rainy,63,21,FALSE,yes
rainy,27,41,TRUE,no
rainy,33,68,FALSE,yes
overcast,63,51,TRUE,yes
sunny,-4,68,TRUE,yes
rainy,54,74,TRUE,yes
sunny,78,16,FALSE,no
sunny,64,52,FALSE,no
rainy,56,52,TRUE,yes
sunny,8,63,TRUE,no
overcast,69,63,TRUE,no
rainy,43,54,TRUE,yes
sunny,71,21,TRUE,yes
overcast,70,68,TRUE,yes
rainy,58,16,TRUE,yes
rainy,4,56,FALSE,yes
sunny,14,21,FALSE,yes
rainy,72,44,FALSE,no
sunny,5,53,TRUE,yes
overcast,4,26,TRUE,no
overcast,1,12,TRUE,yes
sunny,59,77,FALSE,yes
rainy,42,51,FALSE,no
overcast,51,41,TRUE,no
overcast,12,33,FALSE,yes
overcast,69,39,TRUE,yes
overcast,75,61,FALSE,yes
overcast,12,60,FALSE,no
rainy,13,61,TRUE,yes
rainy,77,42,FALSE,yes
rainy,4,39,TRUE,no
sunny,5,34,TRUE,no
rainy,71,50,FALSE,no
rainy,4,13,FALSE,no
rainy,34,40,FALSE,no
rainy,2,77,TRUE,yes
overcast,73,34,FALSE,yes
sunny,57,16,FALSE,yes
overcast,41,32,FALSE,yes
overcast,69,19,FALSE,no
overcast,72,79,TRUE,yes
rainy,20,73,FALSE,yes
sunny,29,65,FALSE,no
sunny,1,73,FALSE,yes
overcast,55,29,FALSE,yes
sunny,76,14,FALSE,no
rainy,63,49,FALSE,no
overcast,75,52,TRUE,yes
rainy,78,49,TRUE,yes
sunny,63,44,FALSE,yes
overcast,32,30,FALSE,no
overcast,25,54,TRUE,no
overcast,52,29,TRUE,yes
overcast,-4,10,TRUE,no
rainy,40,27,TRUE,yes
rainy,68,32,FALSE,yes
overcast,34,38,FALSE,yes
sunny,77,56,FALSE,no
rainy,4,20,FALSE,no
overcast,1,56,FALSE,yes
rainy,19,51,TRUE,yes
sunny,43,11,FALSE,yes
rainy,51,26,TRUE,yes
rainy,43,52,TRUE,no
rainy,58,78,TRUE,no
overcast,-4,71,FALSE,no
sunny,29,26,FALSE,yes
sunny,69,67,FALSE,no
overcast,4,38,FALSE,yes
rainy,16,28,TRUE,no
rainy,80,63,TRUE,yes
overcast,-3,76,FALSE,no
sunny,8,13,TRUE,no
sunny,63,17,FALSE,yes
sunny,62,76,FALSE,no
sunny,17,12,TRUE,yes
sunny,54,46,TRUE,no
rainy,37,11,FALSE,no
rainy,79,76,FALSE,no
overcast,38,37,TRUE,no
overcast,73,40,FALSE,no
sunny,29,48,TRUE,no
rainy,16,63,FALSE,no
overcast,54,58,FALSE,no
rainy,78,28,TRUE,no
rainy,77,39,TRUE,yes
rainy,42,78,FALSE,yes
overcast,-1,36,FALSE,no
sunny,46,57,FALSE,yes
rainy,67,33,TRUE,no
overcast,28,33,FALSE,yes
rainy,43,72,FALSE,no
rainy,68,30,TRUE,yes
overcast,70,26,FALSE,no
rainy,38,53,FALSE,no
rainy,54,22,TRUE,no
sunny,67,27,TRUE,no
rainy,61,55,FALSE,no
rainy,34,58,FALSE,no
rainy,22,42,TRUE,no
sunny,64,35,TRUE,yes
overcast,54,16,TRUE,yes
sunny,-5,24,FALSE,no
rainy,51,58,FALSE,yes
overcast,22,16,FALSE,yes
sunny,-1,16,FALSE,yes
rainy,38,62,FALSE,no
rainy,53,79,TRUE,no
overcast,38,40,TRUE,yes
rainy,35,60,TRUE,no
overcast,12,68,FALSE,no
sunny,-2,38,FALSE,yes
sunny,62,66,TRUE,yes
overcast,7,10,TRUE,no
overcast,49,65,TRUE,no
rainy,73,65,TRUE,yes
overcast,77,24,TRUE,no
overcast,35,49,FALSE,no
sunny,41,61,TRUE,yes
sunny,71,74,FALSE,no
sunny,39,25,TRUE,yes
sunny,44,64,FALSE,yes
sunny,52,52,FALSE,no
rainy,14,45,TRUE,yes
overcast,17,31,FALSE,yes
overcast,5,56,TRUE,yes
overcast,42,10,FALSE,yes
overcast,-2,18,TRUE,yes
sunny,28,43,FALSE,yes
overcast,10,38,FALSE,no
overcast,76,68,FALSE,no
overcast,2,30,FALSE,no
overcast,14,14,TRUE,yes
sunny,1,77,FALSE,yes
overcast,76,44,FALSE,no
rainy,80,31,TRUE,no
overcast,33,11,FALSE,yes
rainy,53,14,FALSE,yes
overcast,77,54,TRUE,yes
overcast,20,55,FALSE,no
rainy,1,43,FALSE,yes
rainy,15,69,TRUE,yes
overcast,4,63,TRUE,no
rainy,14,79,TRUE,yes
sunny,75,25,TRUE,no
sunny,3,80,TRUE,yes
rainy,63,62,TRUE,yes
sunny,26,66,FALSE,no
rainy,68,11,TRUE,no
sunny,-2,24,TRUE,no
overcast,54,52,TRUE,yes
overcast,31,12,FALSE,yes
overcast,24,43,FALSE,yes
overcast,55,44,FALSE,yes
overcast,26,24,FALSE,no
sunny,72,59,FALSE,no
overcast,23,27,TRUE,yes
overcast,69,52,FALSE,no
sunny,13,27,FALSE,yes
sunny,15,69,TRUE,yes
rainy,53,27,FALSE,no
sunny,3,62,FALSE,no
sunny,48,72,FALSE,yes
rainy,77,38,FALSE,no
sunny,62,14,TRUE,yes
overcast,17,27,TRUE,no
overcast,47,13,TRUE,yes
sunny,-5,73,FALSE,no
sunny,52,60,TRUE,no
rainy,52,41,TRUE,no
rainy,56,16,FALSE,yes
overcast,43,21,TRUE,no
rainy,79,50,TRUE,no
sunny,9,55,TRUE,no
overcast,30,60,FALSE,yes
overcast,11,26,FALSE,yes
overcast,31,53,FALSE,no
rainy,60,75,TRUE,no
sunny,52,46,FALSE,no
sunny,5,10,TRUE,no
sunny,26,28,TRUE,no
rainy,58,14,TRUE,yes
sunny,7,44,TRUE,yes
sunny,50,25,TRUE,no
sunny,41,58,TRUE,no
rainy,11,54,TRUE,no
rainy,64,48,TRUE,yes
rainy,15,51,TRUE,yes
rainy,48,66,FALSE,yes
sunny,45,45,FALSE,no
sunny,74,12,TRUE,yes
sunny,10,24,FALSE,yes
overcast,4,12,TRUE,yes
rainy,42,33,TRUE,yes
rainy,-1,34,TRUE,no
overcast,25,68,FALSE,yes
overcast,17,70,FALSE,yes
overcast,66,54,TRUE,yes
rainy,1,68,TRUE,yes
overcast,2,60,FALSE,yes
rainy,14,15,FALSE,yes
overcast,17,53,FALSE,no
sunny,24,77,TRUE,no
sunny,49,80,TRUE,no
overcast,28,68,FALSE,yes
sunny,50,60,FALSE,yes
sunny,9,72,FALSE,yes
sunny,50,43,FALSE,no
sunny,18,16,FALSE,no
overcast,78,10,TRUE,no
overcast,29,18,FALSE,yes
overcast,-1,29,FALSE,no
overcast,-5,79,FALSE,yes
rainy,63,66,FALSE,yes
sunny,52,30,TRUE,no
overcast,41,15,TRUE,yes
sunny,42,57,TRUE,no
overcast,67,79,TRUE,no
sunny,20,55,FALSE,no
overcast,14,60,TRUE,yes
sunny,1,75,FALSE,yes
sunny,72,52,FALSE,no
rainy,42,55,TRUE,yes
overcast,23,71,FALSE,yes
overcast,57,60,FALSE,no
sunny,22,50,FALSE,no
sunny,2,66,TRUE,no
sunny,27,74,FALSE,no
sunny,79,66,TRUE,no
rainy,71,65,FALSE,no
sunny,13,21,TRUE,no
overcast,15,42,FALSE,yes
sunny,35,43,TRUE,no
rainy,72,10,TRUE,no
sunny,52,58,TRUE,yes
rainy,80,70,FALSE,yes
overcast,22,68,FALSE,no
rainy,43,47,FALSE,yes
overcast,66,63,FALSE,yes
sunny,3,59,FALSE,no
overcast,5,44,TRUE,yes
sunny,12,63,TRUE,no
overcast,62,18,FALSE,yes
overcast,73,12,TRUE,yes
sunny,-1,20,FALSE,no
sunny,54,57,TRUE,yes
overcast,-2,56,FALSE,no
sunny,-1,63,TRUE,yes
overcast,48,21,FALSE,no
overcast,14,39,TRUE,no
rainy,44,49,TRUE,yes
rainy,51,15,TRUE,yes
sunny,30,48,TRUE,yes
rainy,22,43,FALSE,no
sunny,80,20,FALSE,yes
sunny,16,74,FALSE,no
rainy,64,40,TRUE,yes
sunny,21,76,FALSE,no
sunny,5,71,FALSE,yes
rainy,79,29,TRUE,yes
rainy,47,69,TRUE,yes
rainy,72,40,TRUE,yes
